Fossil Family,Body part,Original Cost,Adjusted Cost
Tarbosauridae,Nest with eggs,868667.66,922794.03
Stegosauridae,Virtually complete skeleton,15675088.46,18307395.53
Allosauridae,Skull,1912321.09,2188677.88
Unidentified,Articulated leg,224612.91,249210.52
Camptosauridae,Composite skeleton,1137849.29,1347993.49
Tyrannosauridae,Articulated leg,4340634.12,4996476.36
Apatosauridae,Skull,5534399.91,6183389.29
Allosauridae,Skull,1895319.49,2213818.85
Tarbosauridae,Articulated leg,1434943.02,1699171.2
Camptosauridae,Articulated leg,567923.64,632352.67
Dromaeosauridae,Partial skeleton,2377703.13,2705072.24
Tyrannosauridae,Partial skeleton,5689425.17,6738300.46
Unidentified,Femur,244323.21,289490.98
Apatosauridae,Articulated leg,5749175.11,6094286.88
Dromaeosauridae,Composite skeleton,3179173.82,3649427.54
Allosauridae,Articulated leg,1754332.26,1932975.13
Diplodocidae,Femur,2739135.79,3235601.27
Dromaeosauridae,Partial skeleton,3110240.49,3298715.19
Thescelosauridae,Nest with eggs,194283.09,220415.51
Diplodocidae,Articulated leg,2651360.58,2940962.61
Unidentified,Virtually complete skeleton,438750.24,521180.25
Hypsilophodontidae,Partial skeleton,495213.35,546088.6
Tarbosauridae,Nest with eggs,795878.54,913346.72
Unidentified,Virtually complete skeleton,456375.68,543811.66
Camptosauridae,Composite skeleton,933676.98,991233.37
Thescelosauridae,Skeleton,439208.79,468046.26
Dromaeosauridae,Nest with eggs,1242718.57,1371564.79
Diplodocidae,Articulated leg,2614463.84,2872540.35
Tyrannosauridae,Virtually complete skeleton,8721706.96,10027838.81
Apatosauridae,Partial skeleton,6218575.77,6756593.66
Hadrosauridae,Skull,1307013.69,1509714.41
Diplodocidae,Nest with eggs,1396372.06,1470085.62
Ceratopsidae,Composite skeleton,1148651.2,1219090.5
Hypsilophodontidae,Nest with eggs,186676.59,217186.18
Tarbosauridae,Virtually complete skeleton,2851577.3,3203672.91
Unidentified,Femur,236681.49,276473.17
Diplodocidae,Articulated leg,2402044.2,2636584.11
Dromaeosauridae,Articulated leg,2054597.98,2212061.77
Camptosauridae,Femur,605273.04,636777.06
Thescelosauridae,Skeleton,563817.68,606498.23
Dromaeosauridae,Skeleton,4119976.84,4696161.56
Stegosauridae,Virtually complete skeleton,16084330.46,18984400.22
Tyrannosauridae,Femur,3435542.0,3691645.41
Hadrosauridae,Partial skeleton,1273919.25,1360770.45
Stegosauridae,Partial skeleton,12793255.05,13889499.66
Apatosauridae,Nest with eggs,3022425.4,3444445.26
Dromaeosauridae,Articulated leg,1777965.11,1921792.67
Tyrannosauridae,Skeleton,7907391.83,8563270.15
Hadrosauridae,Virtually complete skeleton,1947645.28,2330140.99
Camptosauridae,Articulated leg,598375.78,698387.69
Diplodocidae,Partial skeleton,3413467.97,3815347.11
Apatosauridae,Skeleton,6742941.15,7229976.89
Camptosauridae,Femur,548720.84,649389.2
Thescelosauridae,Partial skeleton,469551.39,560291.14
Tyrannosauridae,Composite skeleton,7073227.92,7976793.23
Diplodocidae,Articulated leg,2969770.63,3186625.68
Allosauridae,Articulated leg,1650284.7,1881871.13
Camptosauridae,Partial skeleton,754915.83,851932.02
Apatosauridae,Skull,5875954.32,6278187.22
Dromaeosauridae,Articulated leg,2119377.27,2379512.46
Camptosauridae,Composite skeleton,941145.22,1095266.58
Camptosauridae,Nest with eggs,362057.41,420178.66
Tarbosauridae,Skeleton,2358647.74,2819418.96
Dromaeosauridae,Composite skeleton,3771765.82,4519466.83
Stegosauridae,Skull,11044122.05,12780990.92
Ceratopsidae,Femur,534987.55,598770.66
Tyrannosauridae,Femur,3707926.19,4051323.08
Camptosauridae,Skeleton,1032981.84,1209507.89
Camptosauridae,Skeleton,1226644.48,1416872.17
Apatosauridae,Partial skeleton,6124905.07,7171801.37
Hypsilophodontidae,Skeleton,562374.23,620211.77
Diplodocidae,Femur,2133605.51,2553114.9
Ceratopsidae,Composite skeleton,1034278.3,1158493.38
Diplodocidae,Partial skeleton,3504631.24,4003223.36
Dromaeosauridae,Femur,2096415.16,2394133.7
Dromaeosauridae,Femur,1776494.8,1942684.6
Camptosauridae,Skull,640488.68,765942.84
Dromaeosauridae,Skeleton,3169211.14,3515954.41
Diplodocidae,Partial skeleton,3922742.26,4626853.31
Thescelosauridae,Femur,280498.64,329597.22
Stegosauridae,Partial skeleton,11361127.97,12419041.0
Stegosauridae,Partial skeleton,10957412.41,13002729.71
Diplodocidae,Skeleton,3945767.01,4188593.42
Diplodocidae,Femur,2215358.89,2437167.03
Ceratopsidae,Femur,649164.21,728941.21
Ceratopsidae,Skeleton,1388443.97,1514501.46
Stegosauridae,Skull,9371044.71,10140086.93
Stegosauridae,Skull,10255647.56,11780025.85
Tyrannosauridae,Articulated leg,4296201.8,4949018.93
Allosauridae,Virtually complete skeleton,3504129.49,3900016.35
Ceratopsidae,Femur,496940.48,566310.01
Stegosauridae,Skeleton,11258416.68,12819783.18
Thescelosauridae,Virtually complete skeleton,619926.46,703524.93
Tyrannosauridae,Skeleton,7369263.45,8310643.27
Hadrosauridae,Articulated leg,1062480.48,1213207.23
Thescelosauridae,Partial skeleton,425740.4,483564.66
Allosauridae,Partial skeleton,3009244.59,3603998.9
Hypsilophodontidae,Femur,400835.01,454029.47
Apatosauridae,Virtually complete skeleton,10718494.86,12556405.51
Unidentified,Nest with eggs,156755.58,176806.76
Hypsilophodontidae,Skeleton,683268.25,805578.49
Tyrannosauridae,Nest with eggs,2343183.82,2476367.2
Ceratopsidae,Skull,816419.76,922016.99
Hadrosauridae,Virtually complete skeleton,1751093.9,1914146.04
Hypsilophodontidae,Partial skeleton,455516.29,502668.71
Ceratopsidae,Virtually complete skeleton,1308262.32,1492828.48
Stegosauridae,Composite skeleton,15348323.29,17982687.93
Unidentified,Skull,307740.39,347543.78
Dromaeosauridae,Composite skeleton,3842075.36,4049463.3
Unidentified,Composite skeleton,394511.08,449528.1
Dromaeosauridae,Nest with eggs,1353858.63,1539226.28
Unidentified,Femur,247340.75,291100.26
Thescelosauridae,Skull,397376.98,436230.31
Stegosauridae,Virtually complete skeleton,18276953.27,19338352.29
Dromaeosauridae,Composite skeleton,3556667.47,4206205.28
Allosauridae,Femur,1653150.24,1797409.41
Tarbosauridae,Virtually complete skeleton,2094890.7,2454357.97
Stegosauridae,Skull,9422928.45,11267233.1
Dromaeosauridae,Articulated leg,2439098.48,2912688.62
Allosauridae,Composite skeleton,2724682.07,3022275.38
Hypsilophodontidae,Femur,274604.63,309835.68
Camptosauridae,Femur,599943.78,707709.35
Tyrannosauridae,Virtually complete skeleton,9791346.43,10632580.86
Tyrannosauridae,Nest with eggs,1800687.45,1894674.46
Camptosauridae,Femur,542239.08,619796.03
Allosauridae,Virtually complete skeleton,3075375.08,3548375.71
Thescelosauridae,Femur,290109.25,326507.58
Tarbosauridae,Skeleton,2295555.1,2753827.75
Tyrannosauridae,Virtually complete skeleton,9860890.25,10548865.3
Dromaeosauridae,Partial skeleton,2906384.38,3367659.53
Ceratopsidae,Partial skeleton,942149.95,1066519.08
Allosauridae,Partial skeleton,2430740.96,2796798.61
Hadrosauridae,Composite skeleton,1508089.2,1632773.55
Dromaeosauridae,Articulated leg,2251031.17,2445223.15
Ceratopsidae,Articulated leg,601104.66,675202.02
Camptosauridae,Virtually complete skeleton,1123821.28,1219101.26
Tyrannosauridae,Skeleton,6879575.57,7456495.0
Tarbosauridae,Nest with eggs,680508.85,810365.66
Apatosauridae,Nest with eggs,3424132.91,3628797.34
Diplodocidae,Nest with eggs,1642319.94,1814201.79
Stegosauridae,Skeleton,14834364.69,16574898.42
Diplodocidae,Composite skeleton,4119517.38,4893009.61
Stegosauridae,Nest with eggs,4437348.48,5111679.25
Hadrosauridae,Articulated leg,1191423.12,1335674.08
Tyrannosauridae,Femur,3911397.99,4303447.74
Dromaeosauridae,Partial skeleton,2932608.86,3120498.18
Apatosauridae,Composite skeleton,7753813.25,8177360.46
Hadrosauridae,Nest with eggs,607990.74,706716.63
Allosauridae,Virtually complete skeleton,3362631.89,3937860.68
Camptosauridae,Skeleton,943166.84,1045047.53
Hypsilophodontidae,Femur,293265.65,348940.6
Dromaeosauridae,Virtually complete skeleton,3553031.95,4051427.69
Apatosauridae,Composite skeleton,8141398.53,8805096.82
Diplodocidae,Skeleton,4239979.28,4555404.35
Hadrosauridae,Femur,984101.01,1180263.5
Apatosauridae,Skull,6194651.83,7213838.48
Thescelosauridae,Partial skeleton,443054.93,487021.48
Allosauridae,Nest with eggs,1055445.19,1263090.72
Allosauridae,Skull,1961319.3,2229183.58
Apatosauridae,Nest with eggs,3149370.39,3448650.62
Dromaeosauridae,Nest with eggs,1241732.42,1474966.16
Apatosauridae,Femur,4164247.65,4926672.85
Unidentified,Virtually complete skeleton,528218.61,589120.47
Hadrosauridae,Composite skeleton,1714526.42,1901714.6
Dromaeosauridae,Articulated leg,2220890.27,2625964.51
Ceratopsidae,Skull,824348.56,916407.84
Tarbosauridae,Skull,1512374.64,1706957.79
Diplodocidae,Femur,2568415.95,3028674.18
Hadrosauridae,Articulated leg,1048431.55,1126450.2
Tyrannosauridae,Skull,4813293.53,5513984.88
Stegosauridae,Skull,9848847.94,10714071.4
Hadrosauridae,Skull,1227534.71,1447624.42
Stegosauridae,Femur,7726512.78,8421728.92
Allosauridae,Femur,1565522.83,1824187.77
Camptosauridae,Composite skeleton,822694.08,941960.56
Hypsilophodontidae,Skull,413024.08,480710.03
Thescelosauridae,Articulated leg,305243.04,343374.11
Hypsilophodontidae,Nest with eggs,188216.43,203221.93
Camptosauridae,Virtually complete skeleton,1416196.74,1490694.13
Ceratopsidae,Articulated leg,589478.41,658139.08
Hypsilophodontidae,Composite skeleton,601802.32,673802.84
Tarbosauridae,Skull,1631846.13,1851865.89
Stegosauridae,Partial skeleton,10725109.4,12140636.07
Dromaeosauridae,Skull,2432139.51,2757821.69
Hadrosauridae,Articulated leg,1077716.72,1226482.2
Ceratopsidae,Composite skeleton,1120304.12,1274998.07
Hadrosauridae,Nest with eggs,585711.47,635582.48
Ceratopsidae,Nest with eggs,395455.59,415504.21
Camptosauridae,Nest with eggs,322916.52,363659.17
Dromaeosauridae,Skull,2200874.92,2406458.51
Thescelosauridae,Composite skeleton,487652.1,520181.05
Tyrannosauridae,Femur,3160089.1,3784619.2
Hypsilophodontidae,Skull,421993.34,464075.13
Unidentified,Nest with eggs,162494.97,180537.34
Dromaeosauridae,Composite skeleton,3537778.25,3997364.41
Apatosauridae,Femur,5032204.09,5792868.14
Camptosauridae,Femur,591607.51,639041.14
Hypsilophodontidae,Skull,380026.02,418549.92
Thescelosauridae,Virtually complete skeleton,483895.82,516373.06
Ceratopsidae,Partial skeleton,1000648.87,1093217.72
Dromaeosauridae,Skull,2715553.74,2874700.16
Ceratopsidae,Articulated leg,779802.19,825512.91
Ceratopsidae,Femur,763993.48,817421.9
Diplodocidae,Skeleton,4377361.27,5133100.93
Diplodocidae,Skull,3345239.2,3891486.88
Hadrosauridae,Composite skeleton,1510539.8,1669176.12
Stegosauridae,Articulated leg,8668368.0,9470009.4
Unidentified,Skull,310438.94,343982.42
Stegosauridae,Articulated leg,7682328.69,8939494.76
Unidentified,Articulated leg,224075.23,266533.45
Ceratopsidae,Skeleton,1296002.08,1495865.25
Hadrosauridae,Skull,1122612.2,1179495.43
Ceratopsidae,Partial skeleton,874871.42,1025060.27
Camptosauridae,Partial skeleton,912593.26,1087912.94
Thescelosauridae,Skull,419477.27,476748.86
Tyrannosauridae,Femur,3780025.19,4301678.74
Allosauridae,Partial skeleton,2334062.6,2465891.77
Allosauridae,Composite skeleton,2821243.31,2974557.7
Ceratopsidae,Articulated leg,579985.56,633087.33
Unidentified,Partial skeleton,318518.73,350247.23
Hadrosauridae,Partial skeleton,1408467.01,1657535.2
Thescelosauridae,Skull,282747.93,309330.61
Unidentified,Composite skeleton,451710.86,505269.55
Ceratopsidae,Articulated leg,630436.63,665456.15
Hypsilophodontidae,Nest with eggs,208499.47,235452.92
Ceratopsidae,Skull,846446.68,894943.3
Tyrannosauridae,Nest with eggs,2843058.67,3241061.93
Hadrosauridae,Nest with eggs,568476.41,630372.28
Allosauridae,Articulated leg,1757969.58,2077462.55
Diplodocidae,Nest with eggs,1759586.85,2104795.14
Unidentified,Composite skeleton,446174.94,483680.87
Dromaeosauridae,Virtually complete skeleton,4096219.56,4786260.3
Apatosauridae,Femur,5150641.61,5786786.94
Hadrosauridae,Skull,1087108.52,1160745.79
Camptosauridae,Nest with eggs,320200.24,369364.96
Tyrannosauridae,Skull,4890498.95,5566374.46
Camptosauridae,Partial skeleton,910580.35,960099.52
Ceratopsidae,Femur,527174.12,609042.71
Allosauridae,Virtually complete skeleton,3394307.13,3605049.37
Hadrosauridae,Articulated leg,851831.41,1020464.91
Ceratopsidae,Skeleton,980368.92,1105472.67
Stegosauridae,Partial skeleton,13484954.64,14487881.16
Dromaeosauridae,Nest with eggs,1477483.18,1551882.45
Hadrosauridae,Partial skeleton,1642452.55,1796061.22
Allosauridae,Femur,1494025.81,1627689.9
Diplodocidae,Partial skeleton,3022925.94,3398904.46
Tarbosauridae,Composite skeleton,2194185.54,2624589.06
Dromaeosauridae,Skeleton,3399706.48,3741453.47
Camptosauridae,Skeleton,1008415.21,1125788.91
Tarbosauridae,Composite skeleton,1997355.49,2382484.01
Tyrannosauridae,Skull,4685276.38,5170648.23
Stegosauridae,Skeleton,14347390.93,16232148.86
Dromaeosauridae,Articulated leg,2570085.08,3076498.28
Allosauridae,Nest with eggs,1007689.09,1172045.98
Ceratopsidae,Skeleton,1005139.19,1055408.17
Ceratopsidae,Skull,900417.35,973602.92
Allosauridae,Virtually complete skeleton,2868502.06,3348923.07
Unidentified,Virtually complete skeleton,565174.61,663289.67
Dromaeosauridae,Skull,2574857.81,3030010.23
Ceratopsidae,Nest with eggs,382896.2,410280.6
Unidentified,Nest with eggs,141349.34,160587.72
Hadrosauridae,Nest with eggs,509852.1,587364.04
Camptosauridae,Skull,623982.21,709109.75
Ceratopsidae,Skeleton,1249490.21,1340242.43
Unidentified,Virtually complete skeleton,486867.14,520875.6
Thescelosauridae,Femur,301912.26,332145.96
Allosauridae,Femur,1701908.52,1821200.75
Dromaeosauridae,Nest with eggs,1198440.63,1331439.31
Unidentified,Femur,279926.95,331584.42
Hadrosauridae,Partial skeleton,1192717.65,1421538.06
Diplodocidae,Virtually complete skeleton,5341982.79,5997702.19
Tarbosauridae,Virtually complete skeleton,2232520.44,2673814.26
Camptosauridae,Skeleton,1123501.68,1344565.09
Hypsilophodontidae,Composite skeleton,571538.13,614975.5
Stegosauridae,Femur,7210484.18,8496408.74
Stegosauridae,Virtually complete skeleton,18288740.03,21091661.02
Tarbosauridae,Nest with eggs,748023.75,851649.91
Ceratopsidae,Nest with eggs,358180.57,403622.24
Allosauridae,Articulated leg,1892671.51,2035760.2
Stegosauridae,Partial skeleton,11892737.5,13958390.49
Apatosauridae,Articulated leg,5321601.52,6201005.18
Hadrosauridae,Virtually complete skeleton,1920192.68,2218987.23
Hadrosauridae,Femur,920924.61,999914.75
Thescelosauridae,Skull,357798.06,403730.62
Hadrosauridae,Virtually complete skeleton,1853898.1,2116259.43
Thescelosauridae,Composite skeleton,451479.02,486655.93
Tyrannosauridae,Skull,5467637.38,6104596.01
Tarbosauridae,Composite skeleton,2533921.51,2827642.03
Ceratopsidae,Femur,625274.66,689827.71
Dromaeosauridae,Virtually complete skeleton,3934667.37,4353658.21
Unidentified,Composite skeleton,443398.0,523747.35
Ceratopsidae,Nest with eggs,443283.93,519122.12
Hypsilophodontidae,Composite skeleton,538080.5,591049.43
Allosauridae,Nest with eggs,937871.19,1049896.04
Stegosauridae,Partial skeleton,12329125.75,13264585.37
Tyrannosauridae,Composite skeleton,7254442.34,8145062.89
Diplodocidae,Articulated leg,2723619.33,3157891.04
Dromaeosauridae,Skull,2822088.54,3057961.57
Hypsilophodontidae,Partial skeleton,522301.65,570164.19
Hadrosauridae,Femur,942145.31,1122136.01
Tyrannosauridae,Femur,4951354.8,5225862.6
Tyrannosauridae,Partial skeleton,6309555.16,7224892.53
Dromaeosauridae,Articulated leg,1963469.01,2186953.68
Unidentified,Femur,251003.86,284356.92
Allosauridae,Composite skeleton,2555090.57,3019310.64
Dromaeosauridae,Virtually complete skeleton,4267533.02,5106056.52
Hypsilophodontidae,Composite skeleton,658232.72,693172.1
Hypsilophodontidae,Femur,324753.23,349297.55
Ceratopsidae,Nest with eggs,389461.56,438616.71
Tyrannosauridae,Nest with eggs,2025321.23,2151051.7
Tyrannosauridae,Skeleton,8867823.08,10177782.94
Tarbosauridae,Femur,1126917.76,1296640.43
Tarbosauridae,Partial skeleton,2038114.92,2314010.7
Allosauridae,Femur,1442814.26,1715371.71
Unidentified,Partial skeleton,361954.08,386939.61
Tarbosauridae,Composite skeleton,1911283.84,2204612.3
Thescelosauridae,Virtually complete skeleton,526932.63,594031.06
Hadrosauridae,Nest with eggs,604388.97,672265.22
Unidentified,Partial skeleton,387926.19,438865.52
Tarbosauridae,Partial skeleton,1678765.34,1796964.15
Ceratopsidae,Skull,829802.59,911415.89
Apatosauridae,Skull,6360474.33,6932844.24
Tarbosauridae,Partial skeleton,1656425.46,1741270.45
Tarbosauridae,Nest with eggs,647334.48,759948.47
Unidentified,Skull,262506.14,308294.34
Stegosauridae,Femur,7231990.45,8063070.44
Ceratopsidae,Femur,706168.88,784817.8
Unidentified,Skull,314952.19,372494.35
Allosauridae,Femur,1367259.99,1536300.27
Hadrosauridae,Nest with eggs,589901.25,646463.35
Stegosauridae,Partial skeleton,10992463.08,13036863.99
Stegosauridae,Skeleton,14535490.49,15836749.09
Allosauridae,Skeleton,2829172.49,3017893.53
Hypsilophodontidae,Composite skeleton,535202.71,629107.35
Tyrannosauridae,Articulated leg,4633382.65,5253220.67
Ceratopsidae,Composite skeleton,1221023.62,1377138.35
Diplodocidae,Nest with eggs,1496582.38,1617415.56
Allosauridae,Partial skeleton,2308357.49,2476117.94
Hypsilophodontidae,Femur,278873.35,310210.14
Ceratopsidae,Skull,836948.71,964906.51
Tarbosauridae,Composite skeleton,1793801.72,2079906.84
Camptosauridae,Partial skeleton,772955.96,882107.74
Dromaeosauridae,Skeleton,3387797.84,4054241.78
Diplodocidae,Femur,2068106.48,2199399.36
Stegosauridae,Virtually complete skeleton,18146064.23,21087831.29
Thescelosauridae,Composite skeleton,506467.38,554403.01
Dromaeosauridae,Nest with eggs,1027063.08,1117511.72
Tarbosauridae,Composite skeleton,2107055.09,2298631.03
Tyrannosauridae,Articulated leg,5079667.55,6082992.41
Tyrannosauridae,Composite skeleton,6946433.63,7855208.85
Ceratopsidae,Nest with eggs,396732.71,439527.77
Diplodocidae,Composite skeleton,4468545.35,4708425.69
Tyrannosauridae,Virtually complete skeleton,8261945.47,9853803.35
Thescelosauridae,Composite skeleton,483951.98,559183.87
Thescelosauridae,Femur,278741.88,303301.52
Dromaeosauridae,Femur,1764886.68,2088688.95
Unidentified,Skeleton,460779.21,500172.54
Unidentified,Femur,279905.3,323628.94
Hypsilophodontidae,Skull,443411.47,472961.52
Apatosauridae,Nest with eggs,2927402.01,3154846.41
Apatosauridae,Femur,4863543.5,5808586.67
Tyrannosauridae,Virtually complete skeleton,8031287.7,8759977.09
Thescelosauridae,Composite skeleton,496761.44,580704.08
Unidentified,Nest with eggs,152763.71,178267.44
Hadrosauridae,Skeleton,1718060.05,1836548.87
Thescelosauridae,Partial skeleton,435105.04,482311.08
Dromaeosauridae,Composite skeleton,3415890.43,3931755.38
Thescelosauridae,Skeleton,502331.83,587476.16
Apatosauridae,Femur,4568248.06,5425682.56
Camptosauridae,Partial skeleton,897309.64,961452.42
Dromaeosauridae,Femur,2264548.92,2402547.0
Unidentified,Partial skeleton,359473.82,428496.11
Allosauridae,Composite skeleton,3398356.55,3808279.12
Hypsilophodontidae,Femur,288381.81,334896.59
Dromaeosauridae,Skull,2652577.19,2909987.04
Stegosauridae,Articulated leg,9425428.15,11069476.2
Apatosauridae,Skull,6837409.04,7297542.78
Thescelosauridae,Skeleton,566388.1,649640.71
